Week_Start_Date,SKU,Avg_Unit_Cost,Needed_Qty_Lag_1W,Needed_Qty_Lag_2W,Needed_Qty_Lag_4W,Avg_Needed_Qty_Last_4W,Target_Weekly_Quantity_Needed
2024-08-04,SKU1009,11.82,269.46,344.53,327.79,300.73249999999996,295.58
2024-08-11,SKU1009,13.17,295.58,269.46,261.15,292.68,293.57
2024-08-18,SKU1009,12.67,293.57,295.58,344.53,300.78499999999997,298.12
2024-08-25,SKU1009,12.68,298.12,293.57,269.46,289.1825,293.12
2024-09-01,SKU1009,12.92,293.12,298.12,295.58,295.09749999999997,208.23
2024-09-08,SKU1009,12.92,208.23,293.12,293.57,273.26,292.86
2024-09-15,SKU1009,12.97,292.86,208.23,298.12,273.0825,339.69
2024-09-22,SKU1009,13.24,339.69,292.86,293.12,283.475,367.06
2024-09-29,SKU1009,11.92,367.06,339.69,208.23,301.96000000000004,275.27
2024-10-06,SKU1009,14.18,275.27,367.06,292.86,318.72,312.56
2024-10-13,SKU1009,14.02,312.56,275.27,339.69,323.645,288.04
2024-10-20,SKU1009,12.46,288.04,312.56,367.06,310.73249999999996,292.67
2024-10-27,SKU1009,14.14,292.67,288.04,275.27,292.135,283.04
2024-11-03,SKU1009,12.24,283.04,292.67,312.56,294.0775,302.28
2024-11-10,SKU1009,13.63,302.28,283.04,288.04,291.50750000000005,348.48
2024-11-17,SKU1009,10.31,348.48,302.28,292.67,306.6175,370.56
2024-11-24,SKU1009,13.51,370.56,348.48,283.04,326.09,355.41
2024-12-01,SKU1009,10.83,355.41,370.56,302.28,344.1825,420.95
2024-12-08,SKU1009,10.31,420.95,355.41,348.48,373.85,304.44
2024-12-15,SKU1009,14.37,304.44,420.95,370.56,362.84000000000003,327.38
2024-12-22,SKU1009,13.53,327.38,304.44,355.41,352.045,412.94
2024-12-29,SKU1009,11.79,412.94,327.38,420.95,366.4275,494.39
2021-01-31,SKU1010,7.99,551.21,533.85,532.82,537.7925,564.38
2021-02-07,SKU1010,7.72,564.38,551.21,533.29,545.6825,564.3
2021-02-14,SKU1010,7.12,564.3,564.38,533.85,553.435,578.11
2021-02-21,SKU1010,7.24,578.11,564.3,551.21,564.5,525.98
2021-02-28,SKU1010,6.58,525.98,578.11,564.38,558.1925,648.71
2021-03-07,SKU1010,6.11,648.71,525.98,564.3,579.275,650.33
2021-03-14,SKU1010,6.66,650.33,648.71,578.11,600.7825,705.67
2021-03-21,SKU1010,6.55,705.67,650.33,525.98,632.6725,570.1
2021-03-28,SKU1010,7.24,570.1,705.67,648.71,643.7025,616.6
2021-04-04,SKU1010,6.11,616.6,570.1,650.33,635.675,533.39
2021-04-11,SKU1010,6.96,533.39,616.6,705.67,606.44,715.35
2021-04-18,SKU1010,6.45,715.35,533.39,570.1,608.86,536.02
2021-04-25,SKU1010,6.85,536.02,715.35,616.6,600.34,461.19
2021-05-02,SKU1010,7.12,461.19,536.02,533.39,561.4875,613.69
2021-05-09,SKU1010,6.5,613.69,461.19,715.35,581.5625,557.02
2021-05-16,SKU1010,6.26,557.02,613.69,536.02,541.98,635.79
2021-05-23,SKU1010,7.15,635.79,557.02,461.19,566.9225,677.39
2021-05-30,SKU1010,6.47,677.39,635.79,613.69,620.9725,484.27
2021-06-06,SKU1010,8.72,484.27,677.39,557.02,588.6175,444.39
2021-06-13,SKU1010,7.8,444.39,484.27,635.79,560.46,582.07
2021-06-20,SKU1010,7.75,582.07,444.39,677.39,547.03,594.16
2021-06-27,SKU1010,8.56,594.16,582.07,484.27,526.2225000000001,585.25
2021-07-04,SKU1010,8.33,585.25,594.16,444.39,551.4675,576.83
2021-07-11,SKU1010,8.53,576.83,585.25,582.07,584.5775,351.36
2021-07-18,SKU1010,8.02,351.36,576.83,594.16,526.9,572.2
2021-07-25,SKU1010,9.09,572.2,351.36,585.25,521.4100000000001,400.77
2021-08-01,SKU1010,8.22,400.77,572.2,576.83,475.29,321.08
2021-08-08,SKU1010,7.97,321.08,400.77,351.36,411.35249999999996,445.08
2021-08-15,SKU1010,9.71,445.08,321.08,572.2,434.7825,433.61
2021-08-22,SKU1010,8.12,433.61,445.08,400.77,400.135,417.53
2021-08-29,SKU1010,8.45,417.53,433.61,321.08,404.325,461.0
2021-09-05,SKU1010,7.49,461.0,417.53,445.08,439.305,370.87
2021-09-12,SKU1010,7.58,370.87,461.0,433.61,420.75249999999994,437.32
2021-09-19,SKU1010,6.98,437.32,370.87,417.53,421.68,476.69
2021-09-26,SKU1010,7.7,476.69,437.32,461.0,436.47,484.84
2021-10-03,SKU1010,7.77,484.84,476.69,370.87,442.43,409.5
2021-10-10,SKU1010,6.76,409.5,484.84,437.32,452.0875,410.49
2021-10-17,SKU1010,7.17,410.49,409.5,476.69,445.38,439.06
2021-10-24,SKU1010,7.53,439.06,410.49,484.84,435.97249999999997,444.33
2021-10-31,SKU1010,6.28,444.33,439.06,409.5,425.84499999999997,413.89
2021-11-07,SKU1010,6.47,413.89,444.33,410.49,426.9425,465.13
2021-11-14,SKU1010,8.29,465.13,413.89,439.06,440.60249999999996,492.91
2021-11-21,SKU1010,7.29,492.91,465.13,444.33,454.065,432.84
2021-11-28,SKU1010,7.47,432.84,492.91,413.89,451.1925,588.84
2021-12-05,SKU1010,6.67,588.84,432.84,465.13,494.93,485.66
2021-12-12,SKU1010,7.19,485.66,588.84,492.91,500.06250000000006,508.84
2021-12-19,SKU1010,7.42,508.84,485.66,432.84,504.045,520.22
2021-12-26,SKU1010,6.83,520.22,508.84,588.84,525.8900000000001,603.49
2022-01-02,SKU1010,6.56,603.49,520.22,485.66,529.5525,550.4
2022-01-09,SKU1010,5.64,550.4,603.49,508.84,545.7375,574.42
2022-01-16,SKU1010,6.85,574.42,550.4,520.22,562.1324999999999,483.75
2022-01-23,SKU1010,6.83,483.75,574.42,603.49,553.015,567.27
2022-01-30,SKU1010,7.56,567.27,483.75,550.4,543.96,490.18
2022-02-06,SKU1010,7.41,490.18,567.27,574.42,528.905,612.89
2022-02-13,SKU1010,7.39,612.89,490.18,483.75,538.5225,609.09
2022-02-20,SKU1010,7.67,609.09,612.89,567.27,569.8575,446.78
2022-02-27,SKU1010,6.49,446.78,609.09,490.18,539.735,695.11
2022-03-06,SKU1010,7.59,695.11,446.78,612.89,590.9675,463.68
2022-03-13,SKU1010,6.59,463.68,695.11,609.09,553.665,633.43
2022-03-20,SKU1010,6.91,633.43,463.68,446.78,559.75,677.82
2022-03-27,SKU1010,7.31,677.82,633.43,695.11,617.51,615.23
2022-04-03,SKU1010,6.03,615.23,677.82,463.68,597.54,449.52
2022-04-10,SKU1010,6.25,449.52,615.23,633.43,594.0,552.88
2022-04-17,SKU1010,7.84,552.88,449.52,677.82,573.8625,435.93
2022-04-24,SKU1010,7.06,435.93,552.88,615.23,513.39,496.04
2022-05-01,SKU1010,6.74,496.04,435.93,449.52,483.5925,809.94
2022-05-08,SKU1010,6.83,809.94,496.04,552.88,573.6975,653.17
2022-05-15,SKU1010,7.79,653.17,809.94,435.93,598.77,610.02
2022-05-22,SKU1010,6.62,610.02,653.17,496.04,642.2925,668.73
2022-05-29,SKU1010,7.03,668.73,610.02,809.94,685.465,552.0
2022-06-05,SKU1010,9.26,552.0,668.73,653.17,620.98,439.4
2022-06-12,SKU1010,7.97,439.4,552.0,610.02,567.5374999999999,396.99
2022-06-19,SKU1010,7.66,396.99,439.4,668.73,514.28,474.94
2022-06-26,SKU1010,8.05,474.94,396.99,552.0,465.8325,474.96
2022-07-03,SKU1010,7.62,474.96,474.94,439.4,446.5725,456.99
2022-07-10,SKU1010,8.02,456.99,474.96,396.99,450.97,443.68
2022-07-17,SKU1010,8.31,443.68,456.99,474.94,462.6425,427.04
2022-07-24,SKU1010,7.76,427.04,443.68,474.96,450.6675,482.55
2022-07-31,SKU1010,8.2,482.55,427.04,456.99,452.565,457.55
2022-08-07,SKU1010,8.02,457.55,482.55,443.68,452.705,436.37
2022-08-14,SKU1010,8.61,436.37,457.55,427.04,450.87750000000005,478.63
2022-08-21,SKU1010,7.02,478.63,436.37,482.55,463.77500000000003,383.72
2022-08-28,SKU1010,8.44,383.72,478.63,457.55,439.0675,415.42
2022-09-04,SKU1010,8.48,415.42,383.72,436.37,428.535,481.05
2022-09-11,SKU1010,8.34,481.05,415.42,478.63,439.705,405.02
2022-09-18,SKU1010,9.36,405.02,481.05,383.72,421.3025,450.95
2022-09-25,SKU1010,8.39,450.95,405.02,415.42,438.11,521.51
2022-10-02,SKU1010,7.24,521.51,450.95,481.05,464.6325,451.44
2022-10-09,SKU1010,7.33,451.44,521.51,405.02,457.23,397.16
2022-10-16,SKU1010,6.72,397.16,451.44,450.95,455.265,399.38
2022-10-23,SKU1010,6.2,399.38,397.16,521.51,442.3725,473.33
2022-10-30,SKU1010,7.35,473.33,399.38,451.44,430.3275,427.19
2022-11-06,SKU1010,6.56,427.19,473.33,397.16,424.265,459.04
2022-11-13,SKU1010,7.4,459.04,427.19,399.38,439.735,461.4
2022-11-20,SKU1010,6.43,461.4,459.04,473.33,455.24,422.29
2022-11-27,SKU1010,6.69,422.29,461.4,427.19,442.48,500.49
2022-12-04,SKU1010,6.26,500.49,422.29,459.04,460.805,482.75
2022-12-11,SKU1010,5.26,482.75,500.49,461.4,466.7325,533.36
2022-12-18,SKU1010,7.18,533.36,482.75,422.29,484.72249999999997,490.21
2022-12-25,SKU1010,7.03,490.21,533.36,500.49,501.7025,318.13
2023-01-01,SKU1010,6.37,318.13,490.21,482.75,456.1125,527.12
2023-01-08,SKU1010,6.98,527.12,318.13,533.36,467.205,566.44
2023-01-15,SKU1010,7.2,566.44,527.12,490.21,475.475,640.12
2023-01-22,SKU1010,6.01,640.12,566.44,318.13,512.9525,465.48
2023-01-29,SKU1010,7.53,465.48,640.12,527.12,549.79,637.57
2023-02-05,SKU1010,6.11,637.57,465.48,566.44,577.4025,536.68
2023-02-12,SKU1010,7.07,536.68,637.57,640.12,569.9625,579.88
2023-02-19,SKU1010,7.06,579.88,536.68,465.48,554.9025,566.0
2023-02-26,SKU1010,6.19,566.0,579.88,637.57,580.0325,670.19
2023-03-05,SKU1010,7.0,670.19,566.0,536.68,588.1875,551.14
2023-03-12,SKU1010,7.3,551.14,670.19,579.88,591.8025,642.96
2023-03-19,SKU1010,6.47,642.96,551.14,566.0,607.5725,577.09
2023-03-26,SKU1010,7.36,577.09,642.96,670.19,610.345,539.4
2023-04-02,SKU1010,7.13,539.4,577.09,551.14,577.6475,613.98
2023-04-09,SKU1010,6.87,613.98,539.4,642.96,593.3575000000001,545.11
2023-04-16,SKU1010,6.54,545.11,613.98,577.09,568.895,668.98
2023-04-23,SKU1010,6.48,668.98,545.11,539.4,591.8675000000001,774.96
2023-04-30,SKU1010,7.13,774.96,668.98,613.98,650.7574999999999,618.07
2023-05-07,SKU1010,7.03,618.07,774.96,545.11,651.78,521.08
2023-05-14,SKU1010,7.35,521.08,618.07,668.98,645.7725,587.88
2023-05-21,SKU1010,7.56,587.88,521.08,774.96,625.4975000000001,558.61
2023-05-28,SKU1010,6.79,558.61,587.88,618.07,571.4100000000001,657.83
2023-06-04,SKU1010,7.25,657.83,558.61,521.08,581.35,482.75
2023-06-11,SKU1010,7.49,482.75,657.83,587.88,571.7675,446.07
2023-06-18,SKU1010,8.63,446.07,482.75,558.61,536.3149999999999,423.02
2023-06-25,SKU1010,7.42,423.02,446.07,657.83,502.4175,552.02
2023-07-02,SKU1010,9.45,552.02,423.02,482.75,475.96500000000003,436.63
2023-07-09,SKU1010,8.24,436.63,552.02,446.07,464.43500000000006,452.92
2023-07-16,SKU1010,7.92,452.92,436.63,423.02,466.1475,496.98
2023-07-23,SKU1010,8.68,496.98,452.92,552.02,484.6375,513.49
2023-07-30,SKU1010,8.87,513.49,496.98,436.63,475.005,398.72
2023-08-06,SKU1010,8.2,398.72,513.49,452.92,465.5275,403.48
2023-08-13,SKU1010,8.24,403.48,398.72,496.98,453.1675,334.44
2023-08-20,SKU1010,8.97,334.44,403.48,513.49,412.5325,437.83
2023-08-27,SKU1010,7.85,437.83,334.44,398.72,393.6175,379.29
2023-09-03,SKU1010,8.25,379.29,437.83,403.48,388.76,378.65
2023-09-10,SKU1010,7.77,378.65,379.29,334.44,382.5525,361.92
2023-09-17,SKU1010,8.21,361.92,378.65,437.83,389.4225,467.62
2023-09-24,SKU1010,7.99,467.62,361.92,379.29,396.87,379.41
2023-10-01,SKU1010,7.02,379.41,467.62,378.65,396.90000000000003,432.5
2023-10-08,SKU1010,7.13,432.5,379.41,361.92,410.3625,424.56
2023-10-15,SKU1010,6.97,424.56,432.5,467.62,426.02250000000004,427.08
2023-10-22,SKU1010,6.3,427.08,424.56,379.41,415.8875,424.99
2023-10-29,SKU1010,6.91,424.99,427.08,432.5,427.28249999999997,442.56
2023-11-05,SKU1010,7.3,442.56,424.99,424.56,429.7975,523.65
2023-11-12,SKU1010,6.93,523.65,442.56,427.08,454.57,426.15
2023-11-19,SKU1010,6.91,426.15,523.65,424.99,454.3375,450.29
2023-11-26,SKU1010,6.99,450.29,426.15,442.56,460.6625,583.35
2023-12-03,SKU1010,7.67,583.35,450.29,523.65,495.86,541.49
2023-12-10,SKU1010,7.3,541.49,583.35,426.15,500.32,553.52
2023-12-17,SKU1010,6.7,553.52,541.49,450.29,532.1625,450.83
2023-12-24,SKU1010,7.31,450.83,553.52,583.35,532.2975,508.17
2023-12-31,SKU1010,5.92,508.17,450.83,541.49,513.5025,560.46
2024-01-07,SKU1010,6.89,560.46,508.17,553.52,518.245,478.83
2024-01-14,SKU1010,6.75,478.83,560.46,450.83,499.5725,573.03
2024-01-21,SKU1010,6.79,573.03,478.83,508.17,530.1225,568.23
2024-01-28,SKU1010,8.08,568.23,573.03,560.46,545.1375,486.24
2024-02-04,SKU1010,7.06,486.24,568.23,478.83,526.5825,596.91
2024-02-11,SKU1010,7.42,596.91,486.24,573.03,556.1025,575.67
2024-02-18,SKU1010,7.18,575.67,596.91,568.23,556.7625,577.25
2024-02-25,SKU1010,7.11,577.25,575.67,486.24,559.0174999999999,676.05
2024-03-03,SKU1010,6.07,676.05,577.25,596.91,606.47,649.65
2024-03-10,SKU1010,6.46,649.65,676.05,575.67,619.655,615.14
2024-03-17,SKU1010,7.25,615.14,649.65,577.25,629.5225,561.32
2024-03-24,SKU1010,6.65,561.32,615.14,676.05,625.54,524.49
2024-03-31,SKU1010,6.94,524.49,561.32,649.65,587.65,553.88
2024-04-07,SKU1010,6.98,553.88,524.49,615.14,563.7075,453.77
2024-04-14,SKU1010,6.49,453.77,553.88,561.32,523.365,601.07
2024-04-21,SKU1010,8.1,601.07,453.77,524.49,533.3025,597.6
2024-04-28,SKU1010,6.65,597.6,601.07,553.88,551.58,591.29
2024-05-05,SKU1010,7.04,591.29,597.6,453.77,560.9325,570.88
2024-05-12,SKU1010,7.26,570.88,591.29,601.07,590.21,503.09
2024-05-19,SKU1010,6.71,503.09,570.88,597.6,565.7149999999999,557.41
2024-05-26,SKU1010,6.47,557.41,503.09,591.29,555.6675,583.4
2024-06-02,SKU1010,8.87,583.4,557.41,570.88,553.6949999999999,448.98
2024-06-09,SKU1010,8.27,448.98,583.4,503.09,523.2199999999999,500.03
2024-06-16,SKU1010,8.9,500.03,448.98,557.41,522.4549999999999,473.23
2024-06-23,SKU1010,7.21,473.23,500.03,583.4,501.40999999999997,453.33
2024-06-30,SKU1010,9.35,453.33,473.23,448.98,468.8925,548.68
2024-07-07,SKU1010,8.94,548.68,453.33,500.03,493.8175,457.14
2024-07-14,SKU1010,7.93,457.14,548.68,473.23,483.0949999999999,475.59
2024-07-21,SKU1010,9.05,475.59,457.14,453.33,483.68499999999995,534.22
2024-07-28,SKU1010,8.01,534.22,475.59,548.68,503.90749999999997,446.23
2024-08-04,SKU1010,8.52,446.23,534.22,457.14,478.295,402.53
2024-08-11,SKU1010,8.33,402.53,446.23,475.59,464.6425,432.34
2024-08-18,SKU1010,7.17,432.34,402.53,534.22,453.83,354.13
2024-08-25,SKU1010,7.86,354.13,432.34,446.23,408.8075,413.61
2024-09-01,SKU1010,8.48,413.61,354.13,402.53,400.6525,386.04
2024-09-08,SKU1010,8.82,386.04,413.61,432.34,396.53,396.77
2024-09-15,SKU1010,7.62,396.77,386.04,354.13,387.63750000000005,379.69
2024-09-22,SKU1010,8.09,379.69,396.77,413.61,394.0275,431.23
2024-09-29,SKU1010,8.56,431.23,379.69,386.04,398.4325,441.34
2024-10-06,SKU1010,7.55,441.34,431.23,396.77,412.25750000000005,474.46
2024-10-13,SKU1010,7.17,474.46,441.34,379.69,431.68,524.04
2024-10-20,SKU1010,6.37,524.04,474.46,431.23,467.7675,351.13
2024-10-27,SKU1010,7.73,351.13,524.04,441.34,447.74249999999995,494.72
2024-11-03,SKU1010,7.14,494.72,351.13,474.46,461.0875,406.86
2024-11-10,SKU1010,7.18,406.86,494.72,524.04,444.1875,489.41
2024-11-17,SKU1010,6.64,489.41,406.86,351.13,435.53000000000003,581.96
2024-11-24,SKU1010,6.9,581.96,489.41,494.72,493.23750000000007,428.59
2024-12-01,SKU1010,6.63,428.59,581.96,406.86,476.705,545.69
2024-12-08,SKU1010,7.16,545.69,428.59,489.41,511.4125,462.26
2024-12-15,SKU1010,7.98,462.26,545.69,581.96,504.625,496.33
2024-12-22,SKU1010,7.17,496.33,462.26,428.59,483.2175,561.33
2024-12-29,SKU1010,6.46,561.33,496.33,545.69,516.4025,581.39
2021-01-31,SKU1011,14.44,305.44,339.11,278.4,306.9875,262.79
2021-02-07,SKU1011,17.77,262.79,305.44,305.0,303.08500000000004,335.66
2021-02-14,SKU1011,14.62,335.66,262.79,339.11,310.75,242.11
2021-02-21,SKU1011,15.95,242.11,335.66,305.44,286.5,356.93
2021-02-28,SKU1011,16.42,356.93,242.11,262.79,299.3725,293.78
2021-03-07,SKU1011,17.36,293.78,356.93,335.66,307.12,277.97
2021-03-14,SKU1011,18.33,277.97,293.78,242.11,292.6975,320.16
2021-03-21,SKU1011,13.46,320.16,277.97,356.93,312.21000000000004,283.95
2021-03-28,SKU1011,17.59,283.95,320.16,293.78,293.96500000000003,299.86
2021-04-04,SKU1011,16.97,299.86,283.95,277.97,295.485,321.02
2021-04-11,SKU1011,16.22,321.02,299.86,320.16,306.2475,349.88
2021-04-18,SKU1011,15.43,349.88,321.02,283.95,313.6775,290.1
2021-04-25,SKU1011,13.36,290.1,349.88,299.86,315.21500000000003,238.25
2021-05-02,SKU1011,14.66,238.25,290.1,321.02,299.8125,252.77
2021-05-09,SKU1011,13.31,252.77,238.25,349.88,282.75,321.42
2021-05-16,SKU1011,16.6,321.42,252.77,290.1,275.635,302.05
2021-05-23,SKU1011,14.18,302.05,321.42,238.25,278.6225,280.54
2021-05-30,SKU1011,14.21,280.54,302.05,252.77,289.19500000000005,264.76
2021-06-06,SKU1011,18.4,264.76,280.54,321.42,292.1925,279.47
2021-06-13,SKU1011,17.82,279.47,264.76,302.05,281.70500000000004,220.72
2021-06-20,SKU1011,18.0,220.72,279.47,280.54,261.3725,246.82
2021-06-27,SKU1011,16.39,246.82,220.72,264.76,252.9425,267.61
2021-07-04,SKU1011,18.14,267.61,246.82,279.47,253.655,271.78
2021-07-11,SKU1011,20.03,271.78,267.61,220.72,251.7325,271.8
2021-07-18,SKU1011,17.54,271.8,271.78,246.82,264.5025,300.13
2021-07-25,SKU1011,20.77,300.13,271.8,267.61,277.83,233.51
2021-08-01,SKU1011,16.9,233.51,300.13,271.78,269.305,193.67
2021-08-08,SKU1011,18.56,193.67,233.51,271.8,249.7775,183.06
2021-08-15,SKU1011,20.33,183.06,193.67,300.13,227.59249999999997,228.45
2021-08-22,SKU1011,18.52,228.45,183.06,233.51,209.6725,224.21
2021-08-29,SKU1011,19.63,224.21,228.45,193.67,207.34750000000003,186.31
2021-09-05,SKU1011,19.71,186.31,224.21,183.06,205.5075,199.63
2021-09-12,SKU1011,18.25,199.63,186.31,228.45,209.65,195.25
2021-09-19,SKU1011,21.72,195.25,199.63,224.21,201.35,205.9
2021-09-26,SKU1011,16.6,205.9,195.25,186.31,196.7725,194.28
2021-10-03,SKU1011,16.45,194.28,205.9,199.63,198.765,205.98
2021-10-10,SKU1011,16.03,205.98,194.28,195.25,200.3525,275.47
2021-10-17,SKU1011,15.88,275.47,205.98,205.9,220.4075,250.73
2021-10-24,SKU1011,16.04,250.73,275.47,194.28,231.615,235.46
2021-10-31,SKU1011,17.11,235.46,250.73,205.98,241.91000000000003,248.89
2021-11-07,SKU1011,15.37,248.89,235.46,275.47,252.6375,225.33
2021-11-14,SKU1011,16.64,225.33,248.89,250.73,240.1025,267.34
2021-11-21,SKU1011,16.38,267.34,225.33,235.46,244.255,251.14
2021-11-28,SKU1011,15.44,251.14,267.34,248.89,248.17499999999998,258.25
2021-12-05,SKU1011,14.97,258.25,251.14,225.33,250.515,296.64
2021-12-12,SKU1011,13.3,296.64,258.25,267.34,268.3425,241.8
2021-12-19,SKU1011,15.87,241.8,296.64,251.14,261.9575,290.83
2021-12-26,SKU1011,13.95,290.83,241.8,258.25,271.88,319.24
2022-01-02,SKU1011,15.07,319.24,290.83,296.64,287.1275,251.19
2022-01-09,SKU1011,15.8,251.19,319.24,241.8,275.765,287.73
2022-01-16,SKU1011,16.68,287.73,251.19,290.83,287.2475,265.26
2022-01-23,SKU1011,14.13,265.26,287.73,319.24,280.855,286.78
2022-01-30,SKU1011,16.17,286.78,265.26,251.19,272.74,349.8
2022-02-06,SKU1011,15.55,349.8,286.78,287.73,297.3925,314.88
2022-02-13,SKU1011,14.36,314.88,349.8,265.26,304.17999999999995,234.55
2022-02-20,SKU1011,15.21,234.55,314.88,286.78,296.5025,250.92
2022-02-27,SKU1011,16.11,250.92,234.55,349.8,287.53749999999997,338.31
2022-03-06,SKU1011,15.44,338.31,250.92,314.88,284.66499999999996,269.65
2022-03-13,SKU1011,14.82,269.65,338.31,234.55,273.35749999999996,285.36
2022-03-20,SKU1011,13.51,285.36,269.65,250.92,286.06,301.09
2022-03-27,SKU1011,12.45,301.09,285.36,338.31,298.60249999999996,332.45
2022-04-03,SKU1011,17.91,332.45,301.09,269.65,297.1375,287.67
2022-04-10,SKU1011,14.9,287.67,332.45,285.36,301.6425,294.26
2022-04-17,SKU1011,16.18,294.26,287.67,301.09,303.8675,305.86
2022-04-24,SKU1011,16.26,305.86,294.26,332.45,305.06,265.89
2022-05-01,SKU1011,16.21,265.89,305.86,287.67,288.42,400.0
2022-05-08,SKU1011,17.3,400.0,265.89,294.26,316.5025,258.24
2022-05-15,SKU1011,13.64,258.24,400.0,305.86,307.4975,339.6
2022-05-22,SKU1011,16.97,339.6,258.24,265.89,315.9325,294.34
2022-05-29,SKU1011,15.9,294.34,339.6,400.0,323.04499999999996,285.03
2022-06-05,SKU1011,18.98,285.03,294.34,258.24,294.3025,230.3
2022-06-12,SKU1011,17.82,230.3,285.03,339.6,287.3175,203.85
2022-06-19,SKU1011,20.3,203.85,230.3,294.34,253.38,244.45
2022-06-26,SKU1011,19.21,244.45,203.85,285.03,240.9075,295.6
2022-07-03,SKU1011,16.3,295.6,244.45,230.3,243.55,280.07
2022-07-10,SKU1011,17.41,280.07,295.6,203.85,255.9925,228.57
2022-07-17,SKU1011,17.49,228.57,280.07,244.45,262.1725,221.56
2022-07-24,SKU1011,20.23,221.56,228.57,295.6,256.45,208.14
2022-07-31,SKU1011,19.61,208.14,221.56,280.07,234.58499999999998,185.4
2022-08-07,SKU1011,17.2,185.4,208.14,228.57,210.91750000000002,234.2
2022-08-14,SKU1011,21.63,234.2,185.4,221.56,212.325,205.42
2022-08-21,SKU1011,20.85,205.42,234.2,208.14,208.29000000000002,178.93
2022-08-28,SKU1011,19.81,178.93,205.42,185.4,200.98749999999998,235.16
2022-09-04,SKU1011,19.89,235.16,178.93,234.2,213.42749999999998,183.51
2022-09-11,SKU1011,19.87,183.51,235.16,205.42,200.755,191.98
2022-09-18,SKU1011,19.49,191.98,183.51,178.93,197.39499999999998,245.23
2022-09-25,SKU1011,20.02,245.23,191.98,235.16,213.97,212.33
2022-10-02,SKU1011,14.8,212.33,245.23,183.51,208.2625,220.17
2022-10-09,SKU1011,13.08,220.17,212.33,191.98,217.4275,246.24
2022-10-16,SKU1011,15.06,246.24,220.17,245.23,230.9925,259.74
2022-10-23,SKU1011,12.42,259.74,246.24,212.33,234.62,197.94
2022-10-30,SKU1011,14.66,197.94,259.74,220.17,231.02250000000004,243.75
2022-11-06,SKU1011,14.14,243.75,197.94,246.24,236.91750000000002,272.97
2022-11-13,SKU1011,16.5,272.97,243.75,259.74,243.60000000000002,200.04
2022-11-20,SKU1011,16.63,200.04,272.97,197.94,228.675,201.65
2022-11-27,SKU1011,15.96,201.65,200.04,243.75,229.6025,332.39
2022-12-04,SKU1011,14.19,332.39,201.65,272.97,251.76250000000002,214.88
2022-12-11,SKU1011,16.88,214.88,332.39,200.04,237.23999999999998,228.58
2022-12-18,SKU1011,18.04,228.58,214.88,201.65,244.375,268.14
2022-12-25,SKU1011,16.61,268.14,228.58,332.39,260.9975,233.24
2023-01-01,SKU1011,15.62,233.24,268.14,214.88,236.21,401.87
2023-01-08,SKU1011,15.63,401.87,233.24,228.58,282.9575,259.11
2023-01-15,SKU1011,16.95,259.11,401.87,268.14,290.59000000000003,297.83
2023-01-22,SKU1011,16.08,297.83,259.11,233.24,298.0125,330.71
2023-01-29,SKU1011,14.36,330.71,297.83,401.87,322.38,359.7
2023-02-05,SKU1011,18.31,359.7,330.71,259.11,311.8375,305.87
2023-02-12,SKU1011,16.19,305.87,359.7,297.83,323.5275,355.7
2023-02-19,SKU1011,15.03,355.7,305.87,330.71,337.995,257.76
2023-02-26,SKU1011,15.1,257.76,355.7,359.7,319.7575,316.89
2023-03-05,SKU1011,14.95,316.89,257.76,305.87,309.05499999999995,255.24
2023-03-12,SKU1011,15.44,255.24,316.89,355.7,296.39750000000004,326.78
2023-03-19,SKU1011,17.03,326.78,255.24,257.76,289.1675,353.74
2023-03-26,SKU1011,15.26,353.74,326.78,316.89,313.1625,277.28
2023-04-02,SKU1011,15.91,277.28,353.74,255.24,303.26,268.91
2023-04-09,SKU1011,17.53,268.91,277.28,326.78,306.6775,328.79
2023-04-16,SKU1011,15.64,328.79,268.91,353.74,307.18,300.05
2023-04-23,SKU1011,14.55,300.05,328.79,277.28,293.7575,315.34
2023-04-30,SKU1011,15.48,315.34,300.05,268.91,303.27250000000004,296.12
2023-05-07,SKU1011,16.55,296.12,315.34,328.79,310.075,297.51
2023-05-14,SKU1011,17.34,297.51,296.12,300.05,302.255,285.56
2023-05-21,SKU1011,16.09,285.56,297.51,315.34,298.6325,303.76
2023-05-28,SKU1011,16.83,303.76,285.56,296.12,295.7375,268.9
2023-06-04,SKU1011,20.47,268.9,303.76,297.51,288.9325,263.1
2023-06-11,SKU1011,17.37,263.1,268.9,285.56,280.33,291.37
2023-06-18,SKU1011,15.51,291.37,263.1,303.76,281.7825,317.06
2023-06-25,SKU1011,16.15,317.06,291.37,268.9,285.1075,241.96
2023-07-02,SKU1011,19.57,241.96,317.06,263.1,278.3725,221.59
2023-07-09,SKU1011,18.78,221.59,241.96,291.37,267.995,187.83
2023-07-16,SKU1011,18.35,187.83,221.59,317.06,242.10999999999999,212.82
2023-07-23,SKU1011,17.88,212.82,187.83,241.96,216.05,218.71
2023-07-30,SKU1011,19.9,218.71,212.82,221.59,210.2375,251.78
2023-08-06,SKU1011,18.11,251.78,218.71,187.83,217.78500000000003,258.87
2023-08-13,SKU1011,20.92,258.87,251.78,212.82,235.54500000000002,188.02
2023-08-20,SKU1011,19.47,188.02,258.87,218.71,229.345,207.57
2023-08-27,SKU1011,18.92,207.57,188.02,251.78,226.56000000000003,202.11
